userid,join_datetime,age,income,kids,teenagers,marital,education
d555cb8a-d1ad-4342-9cd1-f6e58b5ec936,2023-01-10 21:36:27,37,64922.0,1,0,married,bachelor
86ce38a6-ada0-452c-a221-3b91227f2cb5,2023-10-20 10:37:40,22,64958.0,0,0,single,bachelor
b8b0879b-e93e-4ecf-9d04-c1087c372e7c,2024-03-01 16:45:09,44,64356.0,1,1,married,bachelor
d9f0f843-4ca8-4b44-b5d9-35c3cfa9d517,2022-07-14 07:02:43,12,25669.0,0,0,single,masters
dbba9767-d0a1-43a8-bf2e-71045bb75bcf,2022-07-13 05:40:14,50,85692.0,0,0,single,bachelor
49417fcc-6634-4a89-9344-74f0052436a0,2023-12-10 23:18:34,14,26782.0,0,0,single,masters
1ceabeb2-41e5-4c69-8124-b4840efe07f2,2022-11-15 16:02:37,58,71673.0,1,1,dating,bachelor
9ed6136d-6509-454f-9053-74c03e8f24d0,2022-11-22 08:54:02,23,65687.0,0,0,single,bachelor
a69b08e4-9647-4bd9-a55f-02c162e5dd07,2022-12-30 01:51:28,12,25585.0,0,0,single,masters
d10313d4-f7b0-482e-863a-de0d4fbd4581,2024-04-25 03:50:46,36,41269.0,1,0,single,phd
de9ef339-2f1c-43d2-979e-ca1a76ea9740,2022-07-29 16:58:39,35,61145.0,1,0,married,
40e6e94a-5160-4679-a536-b2cc71001d6f,2023-10-04 12:58:16,30,71750.0,1,0,single,
6bdd739a-8288-4db5-9896-1b8a2431851c,2022-08-30 03:26:23,12,26494.0,0,0,single,
d04d282c-dbaf-47f1-9b60-b1c71c37d661,2022-07-11 19:27:23,38,106087.0,0,0,single,masters
e603885a-31ef-4dac-b318-ff91b7ef011c,2022-12-04 16:27:35,68,117381.0,0,0,dating,bachelor
8419f046-9a8e-4ec2-89a5-12e56f618f23,2022-05-14 02:16:36,56,43701.0,1,1,single,bachelor
07f4263c-f881-4ec5-8097-6a6bbe41d7ca,2023-05-28 00:44:43,76,91385.0,0,0,married,bachelor
d7425dc5-0e29-481a-a5ce-697613a1aebd,2023-09-06 03:47:32,55,96794.0,0,1,married,bachelor
ece5e28d-5a28-4d48-9370-506517ff54ed,2023-02-08 00:06:11,50,49163.0,1,1,single,bachelor
88b647c6-37ad-47cb-85e8-1150feb80cd7,2023-10-19 15:01:10,19,62250.0,0,0,single,bachelor
82ca4772-c718-4ba0-8fe0-1724ca58ece7,2024-03-23 08:44:04,18,25621.0,0,0,single,masters
ea0cdfd5-70cb-48a2-9d50-3f1ed9d7b2b6,2023-08-05 15:18:54,70,83008.0,0,1,dating,phd
79f26f33-b609-4e9c-b4ff-9c92a5a97b93,2023-01-26 19:45:45,17,26030.0,0,0,single,
c391d71e-dcc8-4a00-ac25-3cb7aec30605,2024-05-19 03:14:19,65,81874.0,0,1,married,phd
908345e2-2f5c-4e43-9c92-163ad73b5c43,2023-05-24 14:45:32,44,42649.0,1,0,married,bachelor
38a5199e-d015-4f92-9d73-ffb840b7a069,2024-05-08 02:18:34,25,59824.0,0,0,single,bachelor
701980bb-0f10-4d73-b9ba-68972ee1391d,2023-03-14 23:06:51,21,58158.0,0,0,single,bachelor
1b9a1f6b-6d50-456b-8ca9-83e374fd7173,2023-09-18 00:55:38,23,162085.0,0,0,single,bachelor
d0287704-ae9e-42cd-ad86-437af9d5acd7,2023-02-02 15:40:03,67,91796.0,0,1,married,masters
f24a17bf-98c0-4e81-8798-508d87f75057,2023-02-24 21:56:15,48,71423.0,1,1,single,masters
76339ac4-6c60-4dcc-a7dd-9c3dfb7684f5,2024-04-05 21:00:20,37,129487.0,0,0,married,phd
88c5554f-fb20-4e00-a996-0d5be5db0d16,2024-04-10 02:41:22,32,66883.0,1,0,dating,bachelor
e887bbc4-6850-4d53-adb0-d0c95d367c10,2023-10-31 01:15:56,45,129028.0,0,0,married,masters
87773588-ccdd-4fca-a1a5-1d7dab3dd4c9,2022-09-11 05:33:42,70,107578.0,0,0,widow,phd
4b7c8ceb-c6a5-4df6-8705-f7c55f6558bb,2022-07-28 18:44:18,20,73386.0,0,0,single,masters
f48b1e34-b105-40f8-8af0-29c4ef94c6b7,2022-11-15 22:29:04,50,87452.0,0,1,married,
f20fcb3c-975b-4546-ba49-7c448152ac02,2024-03-24 05:06:31,53,75849.0,0,1,dating,bachelor
eaf8b87c-5db5-4b93-983f-31e79edb8d77,2023-02-28 17:11:00,23,64300.0,0,0,single,bachelor
7d3da3e2-9e23-4260-9202-ea79145d1412,2023-05-06 22:11:05,57,63620.0,0,0,dating,masters
dfb6b2c5-747c-409b-8ad5-44a0a466ae74,2024-04-26 03:02:55,56,67523.0,0,0,married,bachelor
a553a5e3-591e-4393-8632-81c9be68e9d7,2023-02-02 02:48:14,62,111665.0,0,1,single,phd
5fd9a31a-7200-4d0b-8abd-40cc0d13ffaf,2023-04-21 14:27:28,14,25789.0,0,0,single,masters
a75f3524-da3e-4269-82b7-5dcbc6d2856e,2023-08-07 22:31:53,12,26772.0,0,0,single,basic
d5b7ea72-b097-4fb6-873e-ffdf4d77ed27,2024-01-22 01:17:07,23,56115.0,0,0,single,bachelor
67791e5c-04cd-420d-9574-7a5cf04fb193,2022-09-14 06:33:02,32,95881.0,0,0,married,bachelor
0469fbbc-2b1b-4286-b026-318036c79edc,2023-04-28 11:15:31,62,62334.0,1,1,dating,phd
489f042c-9255-4b68-8361-8a623ca9e43f,2023-07-23 06:25:13,12,26042.0,0,0,single,masters
a6c94491-da96-42cc-ac2d-d9cd3ee63b58,2023-06-08 16:39:18,48,46359.0,1,0,single,bachelor
ddb50cc6-200f-4ad9-b2c7-c0399a1c426a,2023-05-16 20:07:38,34,57880.0,1,0,married,bachelor
02769b19-9fd6-466c-90f2-7119367e11e0,2022-05-20 14:19:23,21,55768.0,0,0,single,masters
10d9d1e3-7c96-4caf-997c-c30ae2845f99,2024-05-27 20:40:32,16,25581.0,0,0,single,masters
24381b11-3bb4-4511-bd97-80e26fe7a135,2024-05-28 14:26:27,47,62401.0,1,0,married,phd
770f8d3d-17fa-4519-ac4a-7b482b520f18,2023-02-07 09:11:59,22,279029.0,0,0,single,bachelor
52ee5b80-553b-46fa-8802-810ad0e30be1,2022-11-24 18:17:57,52,79147.0,0,1,dating,bachelor
4d51ef3f-d2d5-494f-ad2e-da72d5d019ae,2023-03-23 15:29:57,65,73850.0,0,1,married,masters
06e06235-ca25-4615-9cbb-a9fecb2df8ec,2023-02-07 09:21:45,21,72800.0,0,0,single,bachelor
96446cee-fc11-4e0e-964e-760a6e2dc3f5,2022-07-09 08:52:53,50,96622.0,0,1,married,bachelor
58746790-55b4-4404-abf7-df1186833c13,2023-02-01 14:16:18,43,76732.0,1,1,married,bachelor
6de569e7-8246-480e-b9ee-6799f99dca15,2023-03-10 17:36:42,12,26759.0,0,0,single,masters
3eab6d92-997e-4ab3-8a6a-2c7ef4da3d9a,2024-06-05 22:25:13,15,25686.0,0,0,single,bachelor
66aa9bbb-ed9b-4bad-bb91-7e4fab158bbd,2022-08-05 04:06:16,43,61273.0,1,0,single,masters
be8a10c0-b052-44f9-8508-522a3626e990,2023-01-20 06:38:55,44,92387.0,0,1,married,bachelor
96f5d853-bf42-4a02-9695-008d1bd9f9a3,2023-10-06 18:21:07,14,26784.0,0,0,single,
d01ed212-c783-4f53-90cc-b890fcbebb9e,2024-01-21 11:03:45,15,26374.0,0,0,single,basic
4a3fd7da-dbb0-4a51-af35-b0294cca8c87,2023-03-10 04:17:17,50,54548.0,1,0,single,masters
9f20f50f-ee47-4db2-a8c4-b9ef8f919945,2024-03-20 08:52:34,14,26363.0,0,0,single,masters
12925f78-abd7-467f-a293-183434f85c99,2023-06-14 13:05:44,57,113820.0,0,1,married,phd
e7fcdf2b-7390-4f98-9240-a64d29a6edc8,2024-04-20 22:37:08,42,77788.0,0,1,divorced,bachelor
6a78a8df-3261-46c7-8875-7b471ac29b4b,2024-05-13 03:01:04,51,111627.0,0,0,married,masters
392194c4-ec47-4a93-b027-84f96d8bd3f8,2023-04-21 10:51:39,58,93191.0,0,1,single,bachelor
e3f98848-e0dc-4a06-9718-1b1e455d7202,2022-10-21 15:50:20,46,63410.0,0,0,married,phd
42402693-e2f4-4f75-84c5-5c9321ae078a,2023-05-23 09:17:44,50,47070.0,1,0,dating,bachelor
a6263d8f-f224-4b58-8a18-c14c86403e79,2023-09-09 14:25:23,47,110461.0,0,1,divorced,bachelor
83471ca5-e9e5-4698-9323-43a9944523e6,2022-09-01 22:03:36,54,58585.0,0,1,married,masters
4ef8d776-6140-4780-9745-bf5c2e85668a,2023-11-17 01:41:44,23,73672.0,0,0,single,bachelor
b8de8675-bf06-46e5-a011-b6fb3f49f2f6,2024-05-20 04:46:56,35,32500.0,1,0,dating,
47876d6f-70dc-4129-b405-3c2d7a7f14d9,2023-05-12 05:53:53,49,67835.0,1,1,divorced,masters
c7c37eb7-247d-4e8e-a756-a9c8f9888b94,2023-10-22 17:34:20,42,66580.0,1,1,dating,bachelor
bd9faa67-9cd2-47ad-ad6a-e78d4a92b00a,2023-09-23 10:11:00,61,43690.0,0,0,married,bachelor
23fc4401-9403-4865-9d3b-bac20aaa983b,2022-09-04 13:46:14,23,64043.0,0,0,single,bachelor
6d18d030-45ca-48c6-b3e2-50020138f79b,2023-09-01 11:35:28,61,74415.0,0,1,married,bachelor
fe4aa87f-9589-4e7e-b751-dbdfb90d46aa,2022-07-20 21:01:12,16,26935.0,0,0,single,masters
fc6e9c80-003e-4b2c-9c94-f5cee036e35f,2022-12-26 05:34:40,43,104979.0,0,0,married,bachelor
3bf3feca-d7a6-4212-add9-d87542b4963d,2022-08-11 04:35:44,50,75791.0,0,1,divorced,bachelor
dda7ddc2-d4e2-4889-95ca-7259e98da4f9,2023-03-28 13:21:37,57,112973.0,0,0,single,bachelor
bdcaf090-5281-4813-aef2-ec5b86b51d74,2023-08-29 07:14:16,59,114819.0,0,0,single,bachelor
7220320e-0c7d-4cfa-83de-0771cd2b5055,2023-12-03 09:51:38,21,277065.0,0,0,single,bachelor
f3890ffe-cd3c-4e69-b4b3-79b122eea7ae,2024-03-19 19:18:20,60,87085.0,0,2,divorced,bachelor
d0774367-f420-4a5e-a5cc-40391446f4cf,2022-12-23 21:32:56,37,61262.0,0,0,married,masters
e694300b-a7cc-43a4-8900-124f4d4b596d,2023-03-09 10:06:23,39,127490.0,0,0,single,bachelor
c24185d2-9b56-4d54-9af3-5a752801e27f,2023-04-03 04:43:06,12,26072.0,0,0,single,masters
51e52ee8-1731-4a68-98c1-bcbfe7bd1690,2024-05-04 09:56:28,63,95407.0,0,0,dating,masters
2c5cd89b-4b18-41c7-a58a-da94982f7fe1,2022-08-14 16:56:50,16,26789.0,0,0,single,
be576e3b-7412-49fe-bf2c-da7223a33606,2024-01-27 17:32:45,21,76755.0,0,0,single,bachelor
159f8f56-8f29-49c8-a55c-0f45ec2b33e6,2023-08-24 07:13:02,15,26898.0,0,0,single,masters
638874e4-0778-467d-932e-b8fbecab3974,2023-03-29 19:25:23,36,40345.0,1,0,dating,bachelor
09505596-7922-4b2c-984b-4330105dbfec,2022-07-02 06:48:55,12,26367.0,0,0,single,bachelor
093195c9-5200-4e41-8079-1c4ce9f5d85e,2023-12-29 12:26:34,63,99558.0,0,1,married,bachelor
838572f6-92d9-4040-8084-2d37230861b7,2024-01-01 13:38:49,59,90055.0,0,1,divorced,phd
ec13c0b0-985d-4a4d-85d5-e9d517fc0340,2022-10-30 11:48:57,22,71121.0,0,0,single,bachelor
fe919408-53ee-4a5d-b5e3-ff0ea3c9c398,2024-03-24 03:10:41,69,74090.0,0,1,single,bachelor
18e4836f-db20-4bb3-a714-5b6d7d0d7722,2023-08-05 20:19:35,35,54760.0,1,0,single,bachelor
ecf5fd41-6d43-49c2-a109-c96ffa8696a7,2023-11-11 03:05:08,49,97902.0,0,0,dating,bachelor
578c8ec6-74ce-463a-b758-3adb5de97889,2023-03-26 15:32:05,13,25640.0,0,0,single,masters
e4bd0149-e60f-43d0-b763-68f2fa50a41c,2024-01-03 14:22:24,39,61038.0,1,0,single,phd
c3ebf6dc-9ede-4dba-bac3-2e692c8d24bf,2023-07-06 22:49:39,21,68327.0,0,0,single,bachelor
f202e138-3ab9-44ee-9ade-0b039bdb62be,2022-05-19 12:28:22,23,221372.0,0,0,single,bachelor
01022936-7b1c-41bc-9f9d-531a87db39a9,2022-09-06 09:00:09,42,99430.0,0,1,divorced,bachelor
a0ec297e-6155-46bc-aa9a-8d8acb7a34c4,2023-10-23 19:31:53,41,38533.0,1,0,divorced,
25609b26-a55b-4ee9-9021-b9423addd5a9,2022-10-08 16:44:17,44,91145.0,0,1,dating,masters
5a76f926-cec1-4388-8f29-051288679a48,2023-02-14 03:07:47,66,67607.0,0,1,single,
48b3fe42-5096-4eab-b758-27904be40094,2022-08-01 02:43:15,44,114700.0,1,0,married,masters
007e3bb0-314c-4901-b183-088cfcd0ac23,2024-04-17 15:50:46,40,97311.0,1,0,dating,bachelor
b38749c9-2201-4e65-9025-8040dc519e9e,2022-07-16 14:57:36,63,81393.0,0,0,single,bachelor
b93b358f-d0f0-415b-b20e-f818812eaccf,2023-08-19 04:50:20,56,95398.0,0,1,dating,bachelor
3a3a4868-9d67-4aae-a910-a259c36a3090,2023-06-17 02:12:49,53,60441.0,1,1,married,bachelor
31de591d-cde5-4f89-aae7-7a036bb1501e,2023-05-06 04:46:47,20,70319.0,0,0,single,bachelor
7d6dadf2-f3b5-411d-beaf-02cc19a2d418,2023-11-03 01:38:22,49,60788.0,1,1,married,bachelor
78636f83-ac78-4eca-89a5-4a07d5c7da2a,2022-11-19 18:56:08,69,103187.0,0,2,widow,masters
5f76ce1e-75ec-478c-a946-51e1fef65e18,2022-08-17 11:02:35,66,87738.0,0,1,married,phd
4ae3e534-c52d-4b43-a016-750dd2e5a45e,2023-05-22 11:43:24,65,112443.0,0,0,single,bachelor
f79f33ee-5169-481a-93b5-bc3ce6689ce4,2022-08-23 13:15:05,47,99579.0,1,0,divorced,bachelor
caa50c89-5a03-46eb-b6ab-d021c46c5028,2022-07-19 07:29:47,12,26569.0,0,0,single,
d3cc718d-11f8-4847-9b71-c5b887abc6ac,2024-05-24 17:04:05,12,26391.0,0,0,single,
4b056970-181b-456c-a983-d9517663e506,2024-06-03 17:14:12,18,26441.0,0,0,single,bachelor
9003058c-a35f-4283-9429-83eb1fbfab41,2022-05-09 05:39:15,41,119970.0,0,1,dating,bachelor
1c992ff4-4c3b-4b7c-bbb7-e2855f37e48f,2023-03-22 23:36:47,53,57557.0,1,0,single,masters
1a08b612-0f78-4086-b7cf-3a22a1c10d0d,2023-10-01 10:57:53,13,26753.0,0,0,single,masters
e20bf2dc-849e-4ba3-a1bd-e009e000520f,2023-01-16 20:59:10,21,74926.0,0,0,single,bachelor
cbea1df3-359f-44c5-87c0-0195020f81c1,2022-08-08 04:15:34,62,58438.0,1,1,widow,phd
5c44f32d-dd15-4b5b-8394-af00f7e816be,2023-05-29 23:49:10,42,92922.0,1,1,married,bachelor
74a5c911-6d17-4f89-bf7c-b91b9d902b3a,2023-06-04 19:43:44,60,102358.0,0,0,dating,masters
616e6e31-46a3-424f-b63a-7fb47b631765,2024-02-08 17:32:22,17,25842.0,0,0,single,bachelor
f0d8591e-45bc-4a98-aa1e-b8392f92352b,2024-02-19 06:20:53,64,71320.0,0,1,dating,masters
6113a953-ec77-42ab-af9c-ece2768330e1,2022-08-05 10:04:44,14,26603.0,0,0,single,basic
be450e0c-3414-4681-951e-9769462de265,2023-11-06 20:14:18,65,67586.0,1,1,dating,bachelor
d9952543-c611-4a0f-b253-05353a071ad9,2023-10-23 04:02:41,34,45425.0,1,0,married,basic
132d474c-10a1-4353-8937-19c279dc9fc4,2023-09-30 23:58:01,15,25866.0,0,0,single,masters
340af67b-31ff-4890-8169-997b671a203b,2023-03-22 09:39:42,20,70332.0,0,0,single,masters
42f6d998-ae36-4b91-98ef-6795999e589b,2022-10-10 07:41:47,42,123335.0,1,0,married,masters
2ee5f313-5b82-4900-90a5-c082b8032a6c,2023-01-12 16:13:31,18,25592.0,0,0,single,
c65bb0b1-b4b8-4fed-a16e-f90df34d5cf2,2023-05-28 19:37:44,40,110304.0,0,0,divorced,masters
5a0aaa8a-938d-41af-80cb-3c7db5a43fdf,2024-04-18 14:50:46,13,26369.0,0,0,single,masters
0a1d4ff2-ca15-4df2-8048-d53019ce0868,2024-01-07 20:36:51,54,94180.0,0,1,divorced,bachelor
b8ddb33d-ec33-4529-a126-f45ceb8815e9,2023-11-27 06:56:03,59,92996.0,0,1,dating,phd
51918d45-5695-46b5-8627-2cdb05022ec7,2022-05-02 10:29:31,42,49882.0,1,0,dating,basic
1b2e65c1-1666-43e3-bc4f-bf12335ee3bd,2023-11-25 18:56:10,21,74266.0,0,0,single,bachelor
b389cee6-9ffd-4ea6-924f-79a6db994987,2023-01-22 21:00:05,22,63911.0,0,0,single,bachelor
49593b6f-aae4-4d88-a26f-914d59500e3c,2023-11-28 02:55:42,11,26365.0,0,0,single,
b3612413-9d3d-4412-a260-27f5f60f5796,2022-12-01 15:42:49,47,73432.0,0,1,single,phd
d55ba7c8-4f57-4907-8adb-f8a7b40d5c0a,2022-07-16 09:00:39,49,67033.0,1,1,dating,
ffb77198-847e-4809-9678-7b013519e2bd,2022-09-21 11:34:50,42,98616.0,0,0,dating,bachelor
d8797253-01a0-4d16-98ec-6c65eb493c02,2023-12-15 11:03:21,48,67394.0,1,0,single,masters
7ff568bd-971f-49a1-bcc6-f60a7dd7d4be,2022-07-25 10:25:16,65,61927.0,1,1,single,masters
96189df2-f8f4-4943-bd59-2f2c6bc000da,2022-12-06 03:39:37,59,104833.0,1,1,dating,masters
59dc62f2-32fe-4d67-b1d9-a8ad755e770d,2022-11-28 14:38:46,39,106083.0,1,0,dating,
3a3b994c-4f29-4af0-b068-f25ac625f259,2023-10-23 03:27:53,34,51816.0,0,0,single,bachelor
8ab48a77-7798-42b3-a31d-aa842c5f39b1,2023-12-19 19:51:06,11,26103.0,0,0,single,masters
07065dea-cfe8-4d1c-a08e-ddc027c1f1dd,2022-10-04 15:20:10,45,86667.0,0,1,dating,phd
60723252-bfc7-45f5-9786-2e22f0cd9a1a,2024-01-09 11:36:56,57,48091.0,1,1,single,phd
7d27cc66-7abe-41e6-97db-5f6bda335539,2022-11-13 10:19:37,45,78121.0,1,1,single,bachelor
356376ac-e3ea-41fb-923e-7b4b761351a6,2023-10-06 13:11:23,71,98231.0,0,0,widow,bachelor
29bbec32-6160-4a19-9606-f83337c8115b,2024-04-07 22:05:33,48,79990.0,1,1,married,masters
e538d23a-c598-472a-af6b-fc1795687064,2022-11-18 23:31:34,54,80935.0,0,1,dating,bachelor
c5776835-73f9-4fc2-80d6-9213ed7e9f9b,2023-09-28 14:31:41,66,80841.0,0,1,married,phd
02994486-5745-4479-bfd3-8e5c8969c39c,2023-03-16 02:53:06,17,25533.0,0,0,single,masters
2e83d3ae-0eab-4fbc-88e2-4938766647da,2023-07-29 23:48:57,12,26220.0,0,0,single,
cc992db7-a008-4b00-a561-88a440a25345,2023-12-27 06:24:30,32,95881.0,0,0,married,bachelor
32c46b72-b20e-46e9-bf14-1a3eea807300,2022-07-08 16:42:37,61,67243.0,1,1,married,bachelor
32681551-3730-4ba2-81bc-5e428ccea2fb,2024-04-16 10:16:07,44,74544.0,1,0,married,phd
ebf6b39e-a3bc-4865-b39b-6db1a2547d67,2024-02-27 18:39:39,49,57011.0,1,0,married,phd
ee355c0b-b8a4-4fb2-b69f-3613248ab45f,2023-03-15 08:54:45,60,72823.0,0,1,single,
bab44213-763a-4fd6-9c07-50268d9a9a18,2022-06-01 08:06:14,60,42144.0,1,1,dating,masters
99e67065-fba2-4563-8548-8f18f8988e3f,2023-09-30 21:29:11,14,26504.0,0,0,single,basic
6bb63315-04a7-4141-9e28-9a737ff84b72,2023-03-06 17:10:23,66,84046.0,0,1,dating,masters
d17a607f-f283-4f60-89c1-c905bbb6c059,2023-07-01 06:04:24,12,25741.0,0,0,single,masters
5eea7e05-235b-43a2-9054-73770f89783c,2023-06-13 13:48:24,15,26688.0,0,0,single,basic
6b1cddae-4588-46f9-9c79-d419f13bc31f,2022-12-30 11:53:51,42,72025.0,0,1,married,
53e5b975-96c5-449c-a210-0548565d83e8,2023-12-05 04:35:47,14,25606.0,0,0,single,masters
0a320024-726a-4760-b833-1eb7b25e2725,2023-07-21 08:31:57,71,74160.0,0,1,divorced,bachelor
7c207f2f-b744-4df8-8258-c23e061ddf1f,2023-04-20 02:02:19,17,26923.0,0,0,single,bachelor
b47288b9-716b-4f97-8928-24ed61595d5d,2023-09-19 17:01:09,48,50224.0,1,0,married,basic
a1b61d3e-dacb-424b-a89e-a2b9fd1edc6d,2023-09-13 02:45:58,69,59838.0,1,1,married,bachelor
5ff1bcee-f027-437a-88f7-09313e44e5d6,2024-01-27 18:15:17,43,47108.0,1,1,married,bachelor
7e8c7e83-d390-4c7c-abcb-d6b93186de2b,2023-06-08 04:58:40,22,64795.0,0,0,single,masters
a6a5153a-dcb8-4b79-9038-297d46fea7c8,2023-04-15 03:50:46,20,76641.0,0,0,single,bachelor
3a762b48-e384-44ef-8334-ca214fe3093f,2023-09-20 22:40:09,44,93066.0,0,1,divorced,phd
a7dddaf2-d469-49ae-87bd-f5a8bdb96388,2023-07-11 01:11:46,12,25737.0,0,0,single,masters
ea7aedb8-8dc7-4efe-a67f-142172d1518d,2023-01-27 00:10:55,14,26324.0,0,0,single,masters
a7c6fda3-74de-4b7f-a1e5-15e79ffd54ef,2023-07-14 21:52:08,15,25875.0,0,0,single,masters
474fb0b4-5bc8-469d-a8f4-4ada7527a4d4,2023-09-09 09:40:09,46,73186.0,1,0,dating,bachelor
61996c23-54c1-4676-89fe-bd9d3d9131df,2023-01-07 02:25:10,12,26828.0,0,0,single,masters
f8925636-8d7e-470a-9458-eeab2e5f4b1a,2022-11-10 15:50:29,46,69989.0,0,1,married,bachelor
550f44f0-f704-40ec-be4d-11995806be9d,2022-07-27 00:01:54,15,25620.0,0,0,single,masters
fd39f18f-7d85-41ea-a5db-6b265617cf48,2024-04-05 23:51:59,71,101700.0,0,0,widow,bachelor
da6771f0-c28f-4581-9fe6-77464ffa5b29,2023-02-04 07:51:50,31,63360.0,1,0,married,bachelor
d64c2a34-62e8-463c-a7f3-5c13be4da02d,2024-04-08 19:07:32,38,48661.0,1,0,dating,masters
3a0d5860-ed94-4a33-88f2-25e7c275ae46,2023-02-27 11:15:47,14,26930.0,0,0,single,
91c07fef-e2ab-46d5-9b2b-55e2ab414cf9,2023-01-16 04:53:33,16,25639.0,0,0,single,masters
0eb72b81-187d-488e-9f83-67e5098bd50a,2023-06-27 00:48:36,60,114580.0,0,0,married,masters
0e61b59f-9ed1-485d-a63c-387743aea508,2023-05-20 22:11:26,65,83749.0,0,1,married,phd
7bef9c14-952e-4e38-a663-f4727597d911,2024-05-24 23:35:34,42,66154.0,0,1,dating,bachelor
7ebee73d-d758-439a-af80-6029e884a027,2023-01-02 10:45:13,19,69374.0,0,0,single,bachelor
6ee3f1d4-b27d-4786-8d3b-1079acff08f0,2023-02-23 10:02:16,55,84225.0,0,1,divorced,
65bcdcfe-c695-4bad-a93e-35a63a1f1ead,2023-08-06 21:45:15,63,75931.0,0,1,divorced,phd
7a377252-1f3f-4dde-9522-23dcfa45806d,2023-11-29 13:26:58,44,103695.0,0,0,married,bachelor
e151cf18-c9a9-4e2d-92d0-44ee39dc6736,2023-12-16 14:08:15,18,26741.0,0,0,single,
dc7acd40-6129-4676-8da5-05131d058e37,2023-07-05 09:46:36,42,62717.0,1,0,married,phd
5cc2640d-5f91-4afe-b08e-eed84895b5c2,2022-12-01 18:56:10,45,117360.0,0,0,divorced,bachelor
b1ac5c44-9b4f-457c-af9f-6ec2ac4c6679,2023-03-04 00:46:44,35,69322.0,1,0,married,bachelor
29ba1fb1-35bf-45e8-bda2-ada15d1bfded,2023-08-02 08:28:41,20,60600.0,0,0,single,masters
435a8725-d06b-43db-8c47-c296803f6030,2022-11-06 14:52:09,19,62407.0,0,0,single,bachelor
97190f91-9990-480e-ad10-e5dafbe3b0dc,2023-04-05 04:23:35,45,71098.0,1,1,single,masters
a2961f2e-3a87-4f75-b225-3a65a7260091,2022-06-19 21:24:18,43,119100.0,0,0,single,bachelor
bccbbde2-9eda-4c62-b6f4-6a2253ddde41,2023-03-14 20:24:23,42,42345.0,1,0,married,bachelor
118891f5-f89b-4edf-aa1d-cf687dbf7092,2023-12-11 00:07:45,22,68699.0,0,0,single,bachelor
bc5b130d-9ba7-41b7-9e94-a59bb95df33c,2023-10-22 09:23:33,53,79205.0,0,2,dating,phd
0fa59725-accf-402d-bb2f-cd881ec1ba0a,2023-04-01 17:36:57,58,73635.0,0,1,single,phd
18addc52-f866-4a0c-8da5-e85ced9f6ce7,2023-07-22 07:28:17,44,72310.0,0,1,married,phd
74b3c4ed-a264-4797-9d97-84720582a264,2023-05-06 05:21:11,65,106407.0,0,0,dating,bachelor
1940a1cc-8109-4766-b8fb-969cb2c4ee2f,2023-07-28 03:33:12,19,180241.0,0,0,single,bachelor
8cd13203-197f-4bdc-a230-26b3b2e71b61,2022-12-23 02:02:20,49,55538.0,1,0,dating,masters
e871f2a8-72c9-41c9-91a4-b02c1ccdd5a3,2023-08-04 14:50:01,44,55560.0,1,0,dating,masters
8f42369e-89f7-4690-b574-9fe2374a3c73,2023-03-22 17:09:37,42,56626.0,1,0,single,phd
e006fd19-a6dc-48d8-a14b-11ed90f12677,2023-04-29 07:39:39,14,26426.0,0,0,single,basic
74eaf7ce-e194-4755-b53e-537f43240c0e,2023-08-27 09:05:22,57,71757.0,0,1,single,phd
5034b54d-0338-46e5-9a6a-e4613dc29bf0,2023-08-22 02:17:26,71,101217.0,0,0,widow,bachelor
2a037fb4-748d-4711-a86e-5c45cdbfaa0c,2023-04-06 09:23:48,66,127306.0,0,0,single,phd
d19b34c7-3bfe-497d-9602-4018601e7266,2022-07-01 02:03:34,16,26362.0,0,0,single,masters
164fbb2f-92b3-45c4-917b-7065e9f930ff,2023-11-27 02:42:08,12,26545.0,0,0,single,masters
7fe2e13d-cfea-42ce-bfed-33e1b7ccc77e,2023-10-11 03:10:31,32,96117.0,0,0,single,bachelor
37f87ad2-8507-4ad8-bcb3-ab0b424ed4b2,2023-01-28 18:03:48,49,55372.0,1,1,widow,bachelor
d592ef9e-8659-4031-a448-2eee248aef61,2023-04-13 21:42:25,20,58354.0,0,0,single,bachelor
12a1950b-647a-47cc-be61-1edf67375f0a,2022-07-22 22:57:02,44,71106.0,1,1,dating,masters
b26fb161-9c81-424c-b5e8-53ea74d9b7fb,2023-10-09 05:43:22,21,150428.0,0,0,single,bachelor
39520ed9-3327-4937-b8c9-cdf7d701df27,2023-11-11 00:36:26,48,63578.0,1,1,single,phd
73c6b4cf-afb7-490e-97de-e18c9bffce15,2024-01-10 04:22:32,23,74156.0,0,0,single,masters
13bc0eba-5495-49e2-910d-86d99272d18e,2023-08-08 20:41:32,51,66021.0,1,0,dating,masters
ea13a2af-c23d-4cb7-8b25-35c74a05545c,2023-06-21 02:27:26,33,32500.0,0,0,married,bachelor
aefd0d51-eb21-4795-9950-bfc29155011d,2022-05-19 05:15:06,34,46888.0,1,0,single,masters
6dc8c5d4-a791-4b3c-b44e-f688b8be854c,2022-05-13 13:26:38,62,109663.0,0,1,divorced,bachelor
a47b9945-29fc-4d1d-aa92-a766ee755bd6,2022-08-03 10:25:07,56,83025.0,0,1,married,phd
a0f8a8f9-da8e-4a07-a14e-f628faf013b2,2024-05-22 11:55:50,15,26603.0,0,0,single,masters
63dd9941-347f-4aa6-b0c3-96288e6128f9,2022-07-15 10:22:23,68,107837.0,0,1,married,masters
