UserId,complain_count,last_order_dt,discount_purchases_count_avg,catalogue_purchases_count_avg,store_purchases_count_avg,website_purchases_count_avg,website_visit_count_avg,mobile_purchases_count_avg,mobile_visit_count_avg,marketing_company_outcome_1,marketing_company_outcome_2,marketing_company_outcome_3,marketing_company_outcome_4,marketing_company_outcome_5
f2778c3f-9bcc-427e-93e6-14d5ff5212dd,1,,1,0,0,2,3,3,32,0,0,1,0,0
da972ccf-9636-451d-beed-a1c27b014d69,1,2024-07-02,3,0,2,2,0,5,42,0,1,0,0,1
23ad006b-06d1-4eea-b321-7bd0a07f0765,0,2024-07-02,5,0,1,2,6,4,17,0,0,0,0,1
2eae11b7-363c-4e3a-94bd-a38559f8f113,0,2024-05-14,1,7,6,5,3,20,36,0,0,0,0,0
5f74c7ab-a1d6-4657-98dd-be7dce875f69,2,2024-07-06,18,4,3,1,9,44,62,0,0,1,0,1
a81f8463-cd96-4757-894b-bade5520d497,0,2024-07-07,3,2,2,2,7,7,12,0,0,0,0,0
5112b629-a950-41cc-90f7-3fb3b1bfef13,2,2024-06-26,4,11,5,2,2,4,7,0,0,0,0,0
57e020c2-bc6d-4509-9aca-0f1f6966f22e,0,,1,1,2,1,4,10,18,0,0,0,0,0
067dc3b1-6c5b-479f-9e55-8891ae7409f6,0,2024-06-09,3,1,4,3,7,11,20,0,0,0,0,0
0b5c8f69-af85-43cf-96a4-e29e837f6aa9,1,2024-07-04,1,6,7,5,2,18,33,1,0,0,0,1
37232098-83f3-45f2-a563-d2a858a35afd,0,2024-06-30,1,0,3,3,8,12,22,0,0,0,0,0
0a1c8050-d64b-4ba8-8e18-37d0ff59867c,0,2024-06-15,15,2,4,-2,11,31,90,1,0,0,1,1
6bec9edc-2ae6-4b52-98c7-be80f2302366,1,2024-06-01,4,4,6,3,3,7,12,0,0,0,0,0
edca9fe5-0225-493f-ae5a-2711c0873f52,0,2024-06-26,2,6,10,7,5,4,7,0,0,0,0,0
41819e86-5270-4401-bc29-ce97266e38fe,0,2024-06-20,1,3,12,5,2,14,25,0,0,0,1,0
c230d38c-df1c-41eb-b42d-89646b9185f9,1,2024-07-03,4,2,5,7,7,-1,-1,0,0,0,0,0
66901b1c-6bec-4eb0-919e-1e3880056d98,1,2024-07-02,25,3,5,9,7,55,67,0,0,0,0,0
ea13a2af-c23d-4cb7-8b25-35c74a05545c,0,2024-06-27,1,0,3,0,6,6,11,0,0,0,0,0
13d74bfa-29c9-4d21-a90e-a9fa2423b956,0,2024-07-02,3,0,3,3,9,4,7,0,0,0,0,0
ffdf9850-5bb1-4f05-9c1c-cb8edd4bcfe9,0,2024-07-02,1,4,8,5,3,9,16,1,0,0,0,1
dcf2739e-22d2-4008-84dd-eed8bfd11ff0,0,,1,0,1,1,3,1,7,1,1,1,0,1
4b3be5ea-c265-4f84-83d7-56e5b2075300,0,2024-06-15,1,0,2,1,7,7,12,0,0,0,0,0
7f8e26b3-144b-4058-937a-480d59ba255f,1,2024-05-22,2,0,3,1,6,5,9,0,0,0,0,0
4c383dad-144b-4263-adae-26e99bba039e,2,2024-07-05,4,0,0,0,7,5,7,1,1,0,0,1
7fc04c1f-db0d-4c08-bd51-fce3bc3eadd2,0,2024-06-09,2,0,2,0,1,1,31,0,1,1,0,0
2a36a3ec-3f4c-4b35-9cbf-51a98ec8933d,1,2024-07-01,0,5,12,5,1,15,27,0,0,0,0,0
72b2f316-a5d9-4739-83b0-398ac2e1dcb1,0,2024-06-16,1,0,3,0,4,18,33,0,0,0,0,0
1185e688-73e4-4296-90a9-617803ae6485,1,2024-07-04,1,0,3,1,7,-2,-3,0,1,1,0,0
0fae3a77-60c0-4cbd-a307-fca2d685442c,1,2024-07-02,2,0,0,0,8,1,5,0,1,1,1,0
7ebee73d-d758-439a-af80-6029e884a027,1,2024-07-04,23,7,6,8,7,46,77,0,0,0,1,1
35645dad-49ad-4cf6-a113-e21293992149,2,2024-07-08,1,5,4,4,2,9,16,1,0,0,0,0
f4214d4d-f361-4157-bfe1-25d6a76cdb0b,1,2024-07-04,4,1,4,3,8,15,27,0,0,0,0,0
61cad499-6457-4644-a111-8838f74ce741,0,2024-07-02,4,2,12,9,5,17,31,0,0,0,0,0
4f716753-364f-417e-aa33-2bd6f6a2a9ad,1,2024-05-24,4,2,4,6,8,13,23,0,0,0,0,0
bb605028-4458-432c-83c5-a96456338e57,2,2024-05-13,6,2,6,8,7,10,18,0,0,0,0,0
20a36ab4-9c0b-4983-a755-ede3b57fa47f,0,2024-05-31,4,0,2,2,2,1,23,0,1,1,1,1
c2ede513-4b31-4d59-9c92-1df9a5a306af,0,2024-07-07,3,2,6,3,5,-1,-1,0,0,0,0,0
1cb0810d-0f3f-4de3-a7cb-83203620e896,1,2024-06-25,4,1,4,2,4,17,31,0,0,0,0,0
36dbd71f-b78b-4198-b899-827b65752c2c,2,2024-07-08,4,0,1,2,2,3,31,0,1,1,0,0
0d834741-1a23-4437-8cd8-4536a8c53886,2,2024-05-14,1,1,4,2,3,10,18,0,0,0,0,0
16f868cb-617c-4c4d-a24a-5eb008631a3b,0,2024-05-14,2,0,4,2,7,-2,-3,0,0,0,0,0
848d2ca4-ba1e-430c-8aac-3ec33317b5b0,1,2024-06-26,6,4,8,8,8,11,20,0,0,0,0,0
d2815cdf-8625-4d49-8472-6b5c8c75c074,0,2024-06-18,1,4,10,3,1,20,36,0,0,0,0,1
3dbee2c6-f884-4c9b-b1ba-e1acaa7d010d,1,2024-06-29,24,0,6,8,10,10,92,1,0,0,0,0
5d54f47f-93b4-4e76-8b91-53c82785152a,0,2024-07-04,10,1,3,6,11,41,98,0,1,1,1,0
e91870e9-da8b-4119-9ec9-65856701d24b,0,2024-07-04,5,5,4,9,10,20,99,1,0,0,0,1
52a28182-d888-40c6-a667-ab2b9b84c02f,1,2024-07-04,24,5,4,2,8,31,74,0,0,1,0,0
d70700a2-eca7-435d-8ab7-3eb720f30dd7,2,2024-07-01,1,0,4,2,5,12,22,0,0,0,0,0
7c530a86-cfc1-412e-bdb1-6b8a9e1acd32,1,2024-05-30,2,0,3,2,7,11,20,0,0,0,0,0
7f0cefdc-3ba8-47bf-bd7e-19610f1c7678,0,2024-07-05,7,6,8,4,3,16,29,0,0,0,0,0
96467fab-7c8c-4599-a9b5-aaf89d52eae1,1,2024-05-11,3,0,2,0,0,0,24,1,0,0,1,0
89b277f0-e206-4cef-82dc-d55041e51b78,1,2024-07-05,1,0,3,3,9,3,5,0,0,0,0,0
476bf9f3-9ccb-4744-8104-124736ea4439,0,2024-06-12,2,0,3,1,4,0,0,0,0,0,0,0
58dd531e-7139-4a48-9fe2-805cfab28b7d,2,2024-06-29,5,4,6,7,6,2,3,0,0,0,1,0
ccc4cd35-4901-42a2-8e80-1a21dc1d4521,1,2024-06-25,21,0,3,2,7,18,118,0,0,1,1,0
eb82060b-ec95-43b5-8a32-b971fe38b5c5,0,2024-06-30,20,4,3,-1,16,16,97,0,1,0,1,1
6c26e908-88b0-4a08-959b-fbeae12f8931,0,2024-07-04,5,0,1,2,3,0,35,0,0,1,0,0
d27607a3-9a1d-47f4-85e2-94e16cce9946,0,2024-07-04,0,0,2,1,3,1,22,0,1,1,0,1
9ed92404-2e17-417b-a3b9-06934dab51ab,0,2024-07-07,3,1,4,7,9,5,9,0,0,1,0,0
6332791b-b386-420d-9ebe-05c22ede9871,0,2024-05-31,2,1,2,1,5,10,18,0,0,1,0,0
827c6158-70b8-4d8c-aaf1-d11bf851a6af,0,2024-06-28,10,1,8,7,7,21,38,0,0,0,0,0
1d8fa599-71d9-4c53-8f68-27dd5eacfe7c,1,2024-07-01,1,2,8,4,4,19,34,0,0,0,0,0
3e3e9450-1cdb-44d4-8a51-5fdabaa99299,0,2024-07-01,7,2,6,8,7,18,33,0,0,0,1,0
d31455e9-931a-42b5-8fd2-51458f36d225,0,2024-05-12,5,4,3,3,6,9,16,0,0,1,0,0
98427ba8-8e18-450a-abba-3c3cf13dfdbe,0,2024-05-12,1,0,0,2,5,5,14,0,1,1,0,0
97bf05bf-9765-42fa-bb8e-6e378d2bfd42,1,2024-05-18,1,4,6,4,2,6,11,0,0,0,0,0
14cfd4ae-638f-4df7-b9b1-f8d41409f0ac,0,2024-06-30,16,-1,5,5,10,49,106,1,0,0,1,1
0ef648ef-5506-41ee-ab04-c44574df645b,1,2024-06-18,4,2,2,3,8,-2,-3,0,0,0,0,0
b8713ba9-d338-4be4-bf53-cc9ad5c9a21d,0,2024-06-26,1,6,13,4,2,14,25,0,0,0,0,0
03adab17-748f-4b53-89ef-3ca83e334d96,0,2024-06-06,1,10,5,3,2,0,0,0,0,0,0,0
b6a2795b-2160-4db8-a1a4-4172cc46f97f,1,2024-05-17,1,2,9,9,6,20,36,0,0,0,0,0
17b666fd-3705-4370-afbc-025b9a323d87,2,2024-06-30,3,1,3,2,6,11,20,0,0,0,0,0
55cafe51-6f5c-427f-b3db-160233c12799,1,2024-07-09,20,1,3,-3,17,34,100,0,1,0,0,0
7322adf9-b200-41a5-806e-01050d64f55f,1,2024-07-08,3,1,7,7,7,16,29,0,0,0,1,0
b8131b07-ede8-46e1-9d35-b305de6058bc,0,2024-06-11,1,5,7,4,2,17,31,0,0,0,0,0
124459f3-f2bc-4065-b17b-2e39a998c545,0,2024-06-26,9,1,8,5,7,13,23,0,0,0,0,0
c4d4af14-e4ce-4a0e-a86a-a4b9252f74ff,2,2024-07-05,1,7,9,7,4,5,9,1,0,0,1,0
a8b9cc9d-1ab4-4e0c-a926-2aac40f71f3f,1,2024-06-03,2,0,1,1,5,0,17,0,1,1,1,1
59e81b0b-dc77-4b85-b5c5-81da2fe2bd9b,1,2024-07-04,0,0,0,1,0,2,20,0,1,1,1,0
2014d2ca-2a61-463d-9a45-e89bfa4d0805,0,2024-06-25,1,10,5,4,3,9,16,0,0,0,0,0
7bd94e2d-e058-44cd-924c-e5bf5d6b25a8,0,2024-05-12,4,10,5,7,5,0,0,0,0,0,0,0
5d456e49-f3b2-4e79-a0fb-9db33640768a,1,2024-07-07,4,1,3,3,5,17,31,0,0,0,0,0
130ac094-c5ea-4506-8d64-f32105eb2b4b,0,2024-06-27,2,1,3,3,6,10,18,0,0,0,0,0
be0723ac-1ed8-4f14-8c31-783a3906bb16,1,2024-07-01,28,2,4,7,19,46,67,1,0,1,0,0
bd16afbd-99c8-4395-a6f7-d79843de7330,0,2024-06-30,4,0,1,2,6,5,39,1,0,0,0,0
d028a553-feb5-4029-8041-ea6e2dff3098,1,2024-06-04,4,0,1,0,1,0,11,1,1,1,0,0
55f9241d-1664-4617-b389-39c84ddf3c53,0,2024-06-27,1,0,1,0,7,1,27,1,1,1,0,1
c0d80efb-e6f1-4c60-ad4b-62b3736b1951,0,2024-06-27,1,0,0,1,4,0,49,0,1,1,1,0
0d9c86da-6691-4d51-be68-c8593208e303,1,2024-06-09,5,0,0,0,6,0,45,1,0,0,0,1
bc4a01a6-7512-4925-a2fe-33cb08263540,2,2024-07-06,3,4,8,5,2,17,31,0,0,0,0,0
dd2ec0b1-e1db-4374-9556-abf4246d0587,0,2024-06-05,1,0,1,2,5,4,1,0,1,1,1,1
7a884c81-268b-40fe-bf5b-4018e412d39a,2,2024-06-26,15,1,5,5,14,21,69,0,1,0,0,0
bbaf253c-ec22-428f-af94-140b8032b9ef,1,2024-06-25,5,0,0,2,4,3,9,1,0,0,0,1
2be9d3d0-490d-4717-8e29-1c18a3d17588,1,2024-07-03,0,3,5,7,16,33,106,1,1,0,0,1
6801af3b-db50-4ec2-86a0-fa1acbb7ff18,0,2024-06-28,3,1,3,4,8,1,1,0,0,0,0,0
b1d1e45e-3119-4e32-987a-2eed47af4e35,0,2024-07-04,27,5,6,3,8,14,102,0,0,1,0,1
44c40f0a-4e6b-4e8e-8d80-68fa8fe3c303,0,2024-06-24,4,0,1,0,2,3,23,1,1,1,0,0
c2310f77-a133-4dc4-b3c7-50697639fcbe,1,2024-06-28,1,0,3,1,7,10,18,0,0,0,0,0
26874fda-f411-4039-90fd-a4ce35e5c542,0,2024-06-26,2,2,9,6,4,15,27,0,0,0,0,0
3436e27a-aec5-4259-832e-ada4295fd878,1,2024-06-22,3,1,4,1,2,-1,-1,0,0,0,0,0
334cb574-2f32-4ab1-9b61-1ca601c95516,0,2024-07-04,2,4,7,5,3,17,31,0,0,0,0,0
6ac86f17-f812-4ba7-892d-4df571e79096,0,2024-07-08,1,0,2,2,0,3,23,0,0,1,0,0
84794b41-8f9b-4137-a618-39dffb889634,1,2024-06-28,1,0,3,1,7,16,29,0,0,0,0,0
84fa371a-50f5-49a1-88a9-82bfda7b7e74,2,2024-07-03,16,7,4,8,7,12,80,0,1,1,0,0
b41411c8-8b82-4b1a-9cc9-2426fc6c7509,0,2024-07-03,4,2,3,2,7,1,1,0,0,0,0,0
380ba635-5129-4061-91d0-3fc215700869,1,2024-06-30,1,0,3,1,6,13,23,0,0,0,0,0
f24a17bf-98c0-4e81-8798-508d87f75057,2,2024-07-02,3,0,4,2,7,20,36,0,0,0,0,0
8a086a67-3c47-4a6e-84f6-dc33c32fbbe0,0,2024-06-07,5,0,1,0,2,4,6,0,0,1,1,1
db04aaa0-1304-4b57-bef9-1e0fb11ec0c2,0,2024-06-11,3,3,12,3,2,4,7,0,0,0,0,0
d10313d4-f7b0-482e-863a-de0d4fbd4581,0,2024-06-26,3,0,3,3,8,1,1,0,0,0,0,0
71f2400a-70ec-4760-a822-94602fac3cf3,0,2024-05-24,3,2,11,4,8,21,38,0,1,0,1,0
a47b9945-29fc-4d1d-aa92-a766ee755bd6,0,2024-07-03,3,8,10,7,5,5,9,0,0,0,0,0
c3c39042-ebad-4517-a63b-ed0ef5e08337,0,2024-06-25,1,2,6,10,3,15,27,0,0,0,0,0
20c045ae-5817-437e-9d4d-872bdf67ba91,0,2024-05-25,1,0,2,1,8,14,25,0,0,0,0,0
859a421a-0dd1-479f-af8b-97e47b8a3d25,0,2024-05-15,2,0,3,3,6,8,14,0,0,0,0,0
b5807144-00f4-4dc5-bbaf-d20660574634,2,2024-06-27,1,0,2,1,7,6,11,0,0,0,0,0
4b158383-2fcb-4b7b-a32c-8515b8ac2f7e,0,2024-06-18,0,0,1,0,2,3,6,0,1,0,0,1
1ff56d3e-81f5-4459-b994-2a6afd82b9d7,2,2024-06-25,10,7,3,6,11,25,101,1,0,0,0,0
a1c8ce3c-a732-4608-afc3-bfb0a065ee63,0,2024-07-09,7,5,4,6,14,33,117,1,0,1,0,0
c916ad1b-c9a0-43ba-bb74-48685dde70cc,0,2024-06-28,3,6,12,6,5,-1,-1,0,0,0,0,0
4ed3bcba-abb0-4231-b96c-87955485da08,2,2024-07-07,1,0,2,1,3,5,40,1,1,1,1,1
0e0498df-0b4b-45da-9ae8-0cebdf06f6ac,0,2024-07-07,3,0,1,1,4,5,5,0,0,0,0,0
2c130471-609b-47dc-9718-459eabad14c9,0,2024-06-25,1,0,1,2,1,4,21,1,0,0,0,0
66d3d4bb-7cba-4bbf-afe6-fb166b01679a,0,2024-06-28,5,0,0,1,4,2,6,1,1,0,0,1
f67965c2-7332-46d2-a74b-c9300138311e,0,2024-06-28,1,2,7,4,4,19,34,0,0,0,0,0
afe7ef19-83e9-42c0-a8ac-4ff189b527ce,1,2024-06-22,4,1,6,4,5,1,1,0,0,0,0,0
effd3546-c608-42f6-bc06-ba3779162aba,0,2024-05-31,5,1,5,2,6,12,22,0,0,0,0,0
4713ad73-2fdc-4b6e-8dd5-46561f49af43,0,2024-05-27,1,0,3,1,7,5,9,0,0,0,0,0
dfcd12d2-4ca9-4975-baf3-fd30ab732d66,0,2024-06-05,8,1,7,9,8,-2,-3,0,0,0,0,0
6335d874-b42f-42e4-bd92-a188563c9089,1,2024-05-24,5,0,2,2,7,2,44,0,1,0,1,0
c7baae83-d769-4bc0-a9c1-c466bc88d449,1,2024-07-04,0,0,1,0,0,0,12,1,0,0,1,0
b1ac5c44-9b4f-457c-af9f-6ec2ac4c6679,2,,2,0,3,3,8,15,27,0,0,0,0,0
b68fe9b9-5a5f-4600-9813-54dd961142d4,0,2024-06-30,1,0,3,1,8,1,1,0,0,0,0,0
04b9ecff-3b5e-4c46-b8e3-92099caa4f1e,0,2024-06-27,3,1,2,3,7,15,27,0,0,0,0,0
38ffa0c7-e194-460a-913a-5318d5f14c25,0,2024-07-04,4,1,5,5,8,21,38,0,0,0,0,0
550afa37-33d5-4f50-b8de-e4a8bff92d31,0,2024-06-25,1,1,7,3,3,21,38,0,0,0,0,0
87dbdb17-a254-413a-86c3-5b5c73213687,0,2024-06-11,7,-1,5,5,19,34,89,1,0,0,1,1
4a47acf1-2061-413b-883e-7edb61caf900,2,2024-06-12,0,0,0,1,6,2,10,1,1,1,0,0
93d8be6e-1e8c-40d7-a494-16bd5f711c26,1,2024-07-03,2,1,8,2,2,15,27,0,0,0,0,0
78b1b1e7-0098-40e6-845c-026fea6cdb7d,0,2024-05-30,1,10,4,5,6,19,34,1,1,0,1,1
96f5d853-bf42-4a02-9695-008d1bd9f9a3,1,2024-06-30,2,0,1,1,2,1,32,0,0,0,0,1
cd5288cb-9315-4664-8138-7745414b29db,0,2024-07-01,5,6,5,7,6,5,9,0,0,0,0,0
ed791992-0771-4dc1-9154-65bc3be23a6d,0,2024-06-03,1,4,4,7,4,20,36,0,0,0,0,0
1f560ba5-3702-4e45-a390-8c612bb8b824,2,2024-06-29,7,-1,6,5,12,48,100,0,0,1,0,1
7c8c4cb7-1a9a-4baa-b2f5-1448c50eb339,0,2024-06-27,0,0,2,1,0,4,20,0,0,1,1,0
29098347-8b63-4932-9a81-4522101d6c37,0,2024-07-03,5,2,5,3,15,22,62,0,1,1,1,0
ed86b9c7-dbe4-4696-bc54-0b85bcf0ad39,0,2024-06-30,1,4,10,5,2,11,20,0,0,0,0,0
7a1c37ff-66c6-4f99-9f08-d5c2acbdaf71,2,2024-06-25,4,0,2,1,7,3,21,1,0,1,1,0
95f4e485-7044-40b8-8701-735b33022ab1,0,2024-07-02,2,0,4,2,5,11,20,0,0,0,0,0
f9419a93-8faa-4fbb-8e8b-cdeef1a8f46c,1,2024-07-02,1,0,3,1,6,8,14,0,0,0,0,0
8cadca88-51f1-42af-bc2d-b146596d791b,0,2024-06-13,1,0,3,1,7,-1,-1,0,0,0,0,0
a066f3d0-6acc-4af2-94b7-0433e3972d87,0,2024-06-28,3,1,3,2,5,2,3,0,0,0,0,0
6bd9600d-8839-4916-8c05-6c9a477ca5d0,0,2024-06-26,2,1,3,2,5,4,7,0,0,0,0,0
75388e28-d929-48e5-9976-9690d48c7edf,2,2024-05-22,3,0,3,3,7,4,7,0,0,0,0,0
40eea241-9bc1-49de-afd0-0ea42653f737,2,2024-07-02,3,0,4,3,7,12,22,0,0,0,0,0
74d2fab1-4940-4da0-b0f9-b6ab46d593f6,0,2024-06-29,1,0,3,2,4,16,29,0,0,0,0,0
83ec9221-640d-42dd-b94f-eb44f74919fb,2,2024-05-13,1,0,3,2,7,21,38,0,0,0,0,0
c9a239d7-1ded-4211-90f2-d8308a19937f,0,2024-07-01,1,6,13,4,2,6,11,0,0,0,0,0
cee5f4b4-0644-4ec9-8752-357f3f5de7ab,0,2024-05-18,3,0,4,2,8,9,16,0,0,0,0,0
47bb5618-e035-4005-8ac8-13019ec5bdfb,1,2024-05-28,1,0,2,1,7,20,36,0,0,0,0,0
53f0f9cd-396f-47b1-ba3c-6f169059dc9b,0,2024-05-15,24,5,3,3,13,45,108,1,0,0,0,1
21bfdadc-e97b-4ab4-be32-f3e6e2273d34,2,2024-06-30,5,3,5,5,7,8,14,0,0,1,0,0
771aaaeb-7fde-4574-81df-60aa9dac359a,1,2024-06-27,27,6,6,-2,7,52,82,1,0,1,1,0
b74dc8c9-e3f7-446f-a0ca-2c60c5c6c724,1,2024-07-09,3,1,2,3,9,10,18,0,0,0,0,0
be396727-3a1d-441f-af01-f9b5656fe868,1,2024-06-27,3,0,2,2,5,1,22,0,1,1,1,1
aa460c07-e33e-47fa-9a40-2584cad6a4e2,0,2024-07-05,4,0,4,3,7,8,14,0,0,0,0,0
249f5d18-ee4e-4823-83c2-26abc8643000,0,2024-05-30,1,0,3,0,3,8,14,0,0,0,0,0
f15d8fba-2c11-42cc-b764-6fb2fdecb423,0,2024-07-05,3,0,3,3,9,18,33,0,0,0,0,0
0ab08ed0-be8c-41a0-89cc-19067d9793d1,0,2024-07-07,1,2,5,2,2,19,34,0,0,0,0,0
caf43668-73d0-4bc3-b4cf-c2395f941dde,0,2024-07-02,1,0,3,1,6,18,33,0,0,0,0,0
014a316c-4842-4862-9ec4-814db5cead68,2,2024-07-01,6,1,6,3,4,11,20,0,0,0,0,0
22de2ff5-39b2-4eda-ac87-973f4e60617b,0,2024-06-19,4,1,5,2,6,8,14,0,0,0,0,0
9a99791b-246d-491d-a7ba-9b23f157a413,2,2024-07-05,22,4,6,-2,8,12,117,0,1,1,0,0
ea8e172e-be70-45d2-b389-263355c62209,0,2024-06-26,4,2,3,7,9,1,1,0,0,1,0,0
54807811-1e0c-4083-af30-603c4e9d7dae,2,2024-06-26,4,0,0,2,2,1,1,0,0,0,0,0
36d4d249-21f0-4aaf-95ea-b9cc2cb3921b,0,2024-06-30,1,3,6,6,4,14,25,0,0,0,0,0
6bb5cb12-5d9c-426f-a18a-b0ecbca0c04c,1,2024-07-03,2,8,5,7,5,3,5,0,0,0,1,0
59fd989f-936a-4672-bd8d-50b016dfafcf,0,2024-06-25,5,0,0,2,5,5,2,0,0,1,1,1
56a94f43-75a9-456d-ba97-464873c19ca9,2,2024-06-26,1,7,7,8,4,18,33,1,0,1,0,1
219e292d-688c-4fdf-b1cc-157f97b6918d,1,2024-05-19,5,5,12,5,5,20,36,0,0,0,0,0
03e47608-42ee-4ac8-9a6a-6194eff93fda,0,2024-05-20,3,4,5,10,8,18,33,0,0,1,0,0
5b1353c5-a401-4211-8a48-0d5faf890256,1,2024-06-26,2,0,4,2,5,0,0,0,0,0,0,0
2de8bba2-4381-4bce-b00a-f6604b5838e2,2,2024-07-05,2,0,3,2,6,10,18,0,0,0,0,0
a6263d8f-f224-4b58-8a18-c14c86403e79,0,2024-06-11,3,3,5,9,4,10,18,0,0,0,0,0
660a4318-88bc-45ea-8436-ae0a6be006f8,1,2024-07-03,3,1,8,9,9,18,33,0,0,0,0,0
73530fde-a041-4b84-a891-f658776fc9b6,0,2024-07-02,2,0,1,1,2,4,40,1,1,1,1,1
768712f1-68f5-4237-9936-d86017513c2b,0,2024-06-25,2,0,3,3,8,6,11,0,0,0,0,0
47930aed-57ee-45de-91ac-8e83c280fc7d,1,2024-05-24,2,1,2,1,8,10,18,0,0,1,0,0
ebd568a3-4cd3-4425-a379-deb6af02658b,0,2024-06-29,0,0,2,0,7,1,26,1,1,1,1,1
58746790-55b4-4404-abf7-df1186833c13,1,2024-07-09,4,1,5,2,4,8,14,0,0,0,0,0
2f959519-a515-4682-9530-bd4939431413,0,2024-06-02,3,1,4,2,4,21,38,0,0,0,0,0
5cd02493-1dfc-40d9-939c-dfc64a24ced8,1,2024-06-30,1,0,3,1,7,3,5,0,0,0,0,0
195d7842-701c-4ba6-9667-4d15df2964ab,0,2024-06-29,3,0,4,2,7,-2,-3,0,0,0,0,0
a6db9394-f85e-40e3-aeb0-6117e4283d31,2,2024-06-19,2,1,3,2,6,18,33,0,0,0,0,0
bdbdadcc-8602-4c8f-a80c-30572fe776fc,0,2024-06-29,2,0,0,2,6,1,26,1,0,0,0,0
8c1b5147-5da3-4a08-8ed0-29eac1fff56c,2,2024-06-19,1,1,2,2,7,21,38,0,0,0,0,0
d14c2e15-fef9-4fe3-bef1-478350d1ebfb,0,2024-06-27,2,2,8,6,2,19,34,0,0,1,0,0
b2fe4d90-5554-4273-8245-6555e7be1ce1,1,2024-05-18,1,1,2,1,5,3,5,0,0,0,0,0
102ce737-b88b-4d79-a144-18c6d0aa0ed8,2,2024-05-17,1,8,13,4,2,21,38,1,0,0,1,1
296bc34d-6acd-4cf2-9db1-0a64278d7b58,0,2024-06-06,15,0,3,7,12,13,119,1,1,1,1,0
54c4996d-142c-4f84-806e-f65f4cf5c103,0,2024-07-06,3,2,11,7,5,11,20,0,0,0,0,0
70667d6f-d59a-4d86-8b4b-5ea67787dd4d,0,2024-05-25,1,5,10,4,3,19,34,0,0,0,1,0
ad7773b3-4d0e-4190-9596-d98ddaf19ae9,0,2024-06-30,4,0,2,1,3,3,8,1,0,1,1,1
256547bb-098b-4c1f-8b43-cf171fb76095,0,2024-07-01,1,6,13,6,4,11,20,1,0,0,0,0
c4c9bcbf-9c85-4db0-a66a-cedd96fae26f,0,2024-05-17,4,0,2,1,5,0,18,0,1,1,0,1
30a4b963-4c1b-4782-ad74-15a1ba33d984,2,2024-06-03,1,0,0,2,2,3,16,1,1,0,1,1
f63a9f8a-4e7e-4935-a463-7aa451008982,1,2024-07-01,1,0,2,1,8,2,3,0,0,0,0,0
e2ee376a-cdc8-4086-b07d-c97f28ff161d,1,2024-06-28,1,6,6,3,1,11,20,0,0,0,0,0
eaf8b87c-5db5-4b93-983f-31e79edb8d77,0,2024-06-27,7,4,3,7,12,54,66,1,1,0,0,0
55b19519-060b-4820-a12f-69317a150449,1,2024-07-01,2,10,5,5,8,12,22,0,0,1,0,0
35942533-cce3-4227-b967-3f4e08ec2ddd,1,2024-06-06,2,5,4,8,4,13,23,0,0,0,0,0
65e17b37-e395-4ad4-a062-2cd99955f156,2,2024-06-28,3,0,0,1,3,1,37,1,0,1,0,1
81026eee-2568-4d1b-865b-60776cffd364,1,2024-06-02,3,5,4,9,7,7,12,0,0,0,1,0
d196c278-5881-4f65-a90a-78aa1412ff08,1,2024-06-04,2,3,8,3,2,14,25,0,0,0,0,0
7283589b-4c63-4883-99af-ba8bf1edffa4,1,2024-06-10,4,0,4,3,9,2,3,0,0,0,0,0
5bf33f8c-3529-4289-a11e-f165c77cb65b,0,2024-06-06,23,5,3,8,11,47,76,0,0,1,0,1
8b0ffe6e-d822-4ce8-bcfa-2cb4c605cfde,0,2024-06-25,1,4,5,7,9,14,25,0,0,0,1,0
62be104d-ac54-4671-b745-51dbc711a832,2,2024-06-27,4,1,4,3,8,20,36,0,0,0,0,0
a20a455f-879d-4033-b676-e4634325017a,0,2024-06-11,3,0,2,2,2,2,44,0,0,1,1,1
e697d2a8-845f-4555-9027-c22fc538e8ee,1,2024-07-05,5,0,0,0,7,0,37,0,1,1,0,1
f789f125-b623-4d62-b539-1b46a589c87d,1,2024-06-08,2,0,3,2,7,19,34,0,0,0,0,0
0b48e8cd-a1df-4ba0-b6e3-61fd134567ff,1,2024-07-05,1,0,0,0,6,5,10,1,0,0,1,1
52e016b3-280f-408e-8c0b-43cd53e2c25c,0,2024-06-08,1,7,13,6,1,10,18,1,0,0,1,1
852eb79d-eabe-4327-ace5-45cb50dff1df,1,2024-06-26,0,6,7,6,2,14,25,0,0,0,0,0
6b49924f-9882-41d3-817d-d415d103e005,1,2024-07-01,1,0,2,1,6,2,3,0,0,0,0,0
88c5554f-fb20-4e00-a996-0d5be5db0d16,0,2024-06-29,3,2,3,4,7,9,16,0,0,0,0,0
b78534e7-e32e-4e98-b691-532caee77d9f,0,2024-07-07,6,2,6,8,7,-2,-3,0,0,0,0,0
f339aedd-487c-4274-b86d-b2c971056dd6,1,2024-06-20,4,1,5,3,4,1,1,0,0,0,0,0
5c4eb435-1638-47aa-a82f-d418bb3ae9df,0,,2,0,1,2,5,5,40,0,1,1,1,0
6665134d-3ff0-4155-b06a-e394ca07d577,2,2024-06-19,4,2,9,2,7,16,29,0,0,0,1,0
58306550-fe20-46df-b7d6-3a183a487148,2,2024-06-30,2,8,11,6,2,6,11,0,0,0,0,0
